OBJECTID,NAME,MUNI_TYPE,MUNITYCODE,COUNTY,GNIS_ID,FIPS_CODE,SWIS,POP1990,POP2000,POP2010,POP2020,DOS_LL,DOSLL_DATE,MAP_SYMBOL,CALC_SQ_MI,DATEMOD
101,Brookhaven,town,2,Suffolk,978758,3610310000,472200,407779,448248,486040,485773,,,T,510.40501322,
102,Broome,town,2,Schoharie,978760,3609510154,432200,926,947,973,863,,,T,48.13568722,2017/11/27 00:00:00+00
103,Brownville,town,2,Jefferson,978761,3604510242,222600,5604,5843,6263,5842,,,T,72.73185295,2018/11/06 00:00:00+00
104,Brunswick,town,2,Rensselaer,978762,3608310275,382200,11093,11664,11941,12581,,,T,44.17492973,2017/11/10 00:00:00+00
105,Brutus,town,2,Cayuga,978763,3601110297,052200,5013,4777,4464,4314,,,T,22.41968701,2018/02/23 00:00:00+00
106,Buffalo,city,1,Erie,978764,3602911000,140200,328123,292648,261310,278349,,,1,51.84840516,2018/05/22 00:00:00+00
107,Burke,town,2,Franklin,978765,3603311165,163200,1231,1359,1465,1421,,,T,44.52803867,2018/07/24 00:00:00+00
108,Burlington,town,2,Otsego,978766,3607711209,362000,1036,1085,1140,1045,,,T,44.96710482,2018/02/13 00:00:00+00
109,Burns,town,2,Allegany,978767,3600311253,024000,1299,1248,1180,1036,,,T,27.28044446,
110,Busti,town,2,Chautauqua,978768,3601311451,062200,8050,7760,7351,7543,,,T,51.01654062,2019/04/26 00:00:00+00
111,Butler,town,2,Wayne,978769,3611711473,542200,2152,2277,2064,1835,,,T,37.14588737,
112,Butternuts,town,2,Otsego,978770,3607711528,362200,1626,1792,1786,1665,,,T,53.74235885,2018/02/13 00:00:00+00
113,Byron,town,2,Genesee,978771,3603711572,183000,2345,2493,2369,2302,,,T,32.40487463,2018/02/12 00:00:00+00
114,Cairo,town,2,Greene,978772,3603911649,192400,5418,6355,6670,6644,,,T,60.08238494,
115,Caledonia,town,2,Livingston,978773,3605111715,242200,4441,4567,4255,4154,,,T,44.21150694,2018/01/25 00:00:00+00
116,Callicoon,town,2,Sullivan,978774,3610511759,482200,3024,3052,3057,2989,,,T,48.92222859,2018/11/26 00:00:00+00
117,Cambria,town,2,Niagara,978775,3606311803,292000,4779,5393,5839,5743,,,T,39.77441856,
118,Cambridge,town,2,Washington,978776,3611511836,532200,1938,2152,2021,1952,,,T,36.5676477,2018/09/06 00:00:00+00
119,Camden,town,2,Oneida,978777,3606511858,303000,5134,5028,4934,4787,,,T,53.97846203,2018/03/12 00:00:00+00
120,Cameron,town,2,Steuben,978778,3610111880,462800,916,1034,945,899,,,T,46.74482549,2018/03/01 00:00:00+00
121,Camillus,town,2,Onondaga,978779,3606711913,312000,23625,23152,24167,25346,,,T,34.35907226,2018/03/23 00:00:00+00
122,Campbell,town,2,Steuben,978780,3610111946,463000,3658,3691,3406,3160,,,T,40.78540284,2018/03/01 00:00:00+00
123,Canaan,town,2,Columbia,978781,3602112056,102400,1773,1820,1710,1570,,,T,36.93691642,2018/01/22 00:00:00+00
124,Canadice,town,2,Ontario,978782,3606912100,322200,1857,1846,1664,1668,,,T,32.42149211,
125,Canajoharie,town,2,Montgomery,978783,3605712122,272200,3909,3797,3730,3660,,,T,43.01470914,
126,Canandaigua,town,2,Ontario,978785,3606912155,322400,7160,7649,10020,11109,,,T,62.54102446,2018/02/08 00:00:00+00
127,Canandaigua,city,1,Ontario,978784,3606912144,320200,10725,11264,10545,10576,,,1,4.84342369,2005/01/12 00:00:00+00
128,Candor,town,2,Tioga,978786,3610712221,492400,5310,5317,5305,5149,,,T,94.97092151,2017/04/07 00:00:00+00
129,Caneadea,town,2,Allegany,978787,3600312243,024200,2551,2694,2542,2294,,,T,36.36864698,
130,Canisteo,town,2,Steuben,978788,3610112265,463200,3636,3583,3391,3295,,,T,54.4787634,2018/03/01 00:00:00+00
131,Canton,town,2,St Lawrence,978789,3608912342,402200,11120,10334,10995,11638,,,T,105.77331828,2018/11/19 00:00:00+00
132,Cape Vincent,town,2,Jefferson,978790,3604512364,222800,2768,3345,2777,2765,,,T,100.85745134,2018/11/06 00:00:00+00
133,Carlisle,town,2,Schoharie,978791,3609512452,432400,1672,1758,1948,1768,,,T,34.22442556,2018/02/01 00:00:00+00
134,Carlton,town,2,Orleans,978792,3607312496,342400,2808,2960,2994,2835,,,T,44.39262706,2018/02/12 00:00:00+00
135,Carmel,town,2,Putnam,978793,3607912529,372000,28816,33006,34305,33576,,,T,40.85487554,
136,Caroga,town,2,Fulton,978794,3603512573,172400,1337,1407,1205,1264,,,T,54.10695362,2018/11/01 00:00:00+00
137,Caroline,town,2,Tompkins,978795,3610912606,502000,3044,2910,3282,3334,,,T,55.0189802,2018/11/28 00:00:00+00
138,Carroll,town,2,Chautauqua,978796,3601312639,062400,3539,3635,3524,3456,,,T,33.54701732,2019/04/26 00:00:00+00
139,Carrollton,town,2,Cattaraugus,978797,3600912661,042400,1555,1410,1297,1207,,,T,52.43813165,2019/04/26 00:00:00+00
140,Castile,town,2,Wyoming,978798,3612112782,562600,3042,2873,2906,2711,,,T,38.49469717,
141,Catharine,town,2,Schuyler,978799,3609712914,442000,1991,1930,1762,1651,,,T,32.6125877,2018/11/13 00:00:00+00
142,Catlin,town,2,Chemung,978800,3601512947,072600,2626,2649,2618,2541,,,T,38.13971523,2018/11/13 00:00:00+00
143,Cato,town,2,Cayuga,978801,3601112969,052400,2452,2744,2537,2445,,,T,36.29031106,2018/02/23 00:00:00+00
144,Caton,town,2,Steuben,978802,3610112991,463400,1888,2097,2179,2049,,,T,38.06582925,2019/04/26 00:00:00+00
145,Catskill,town,2,Greene,978803,3603913013,192600,11965,11849,11775,11298,,,T,64.12871883,
146,Cayuta,town,2,Schuyler,978805,3609713112,442200,599,545,556,508,,,T,20.39836182,2018/11/13 00:00:00+00
147,Cazenovia,town,2,Madison,978806,3605313156,252200,6514,6481,7086,6740,,,T,51.72100933,2018/03/09 00:00:00+00
148,Centerville,town,2,Allegany,978807,3600313475,024400,678,762,822,929,,,T,35.53777834,2017/08/01 00:00:00+00
149,Champion,town,2,Jefferson,978808,3604513717,223000,4574,4361,4494,4562,,,T,44.90201554,2018/11/06 00:00:00+00
150,Champlain,town,2,Clinton,978809,3601913750,092800,5796,5791,5754,5745,,,T,58.5635327,2018/12/07 00:00:00+00
151,Charleston,town,2,Montgomery,978810,3605713816,272400,1107,1292,1373,1355,,,T,42.55924117,2018/02/01 00:00:00+00
152,Charlotte,town,2,Chautauqua,978811,3601313860,062600,1528,1713,1729,1527,,,T,36.54529438,
153,Charlton,town,2,Saratoga,978812,3609113926,412200,3984,3954,4133,4328,,,T,32.70097582,
154,Chateaugay,town,2,Franklin,978813,3603313992,163400,1659,2036,2155,1743,,,T,49.6368949,2018/10/04 00:00:00+00
155,Chatham,town,2,Columbia,978814,3602114014,102600,4413,4249,4128,4104,,,T,53.38781573,2018/01/22 00:00:00+00
156,Chautauqua,town,2,Chautauqua,978815,3601314069,062800,4554,4666,4464,4009,,,T,74.4240497,
157,Chazy,town,2,Clinton,978816,3601914113,093000,3890,4181,4284,4096,,,T,61.55930187,2018/12/07 00:00:00+00
158,Cheektowaga,town,2,Erie,978817,3602915011,143000,99314,94019,88226,89877,,,T,29.5928372,2017/10/30 00:00:00+00
159,Chemung,town,2,Chemung,978818,3601515077,072800,2540,2665,2563,2358,,,T,50.05343081,2019/04/26 00:00:00+00
160,Chenango,town,2,Broome,978819,3600715110,032400,12310,11454,11252,10959,,,T,34.31614017,2017/09/01 00:00:00+00
161,Cherry Creek,town,2,Chautauqua,978820,3601315198,063000,1064,1152,1118,1037,,,T,36.64665016,
162,Cherry Valley,town,2,Otsego,978821,3607715253,362400,1210,1266,1223,1229,,,T,40.38178893,2018/02/13 00:00:00+00
163,Chester,town,2,Orange,978822,3607115308,332200,9138,12140,11981,12646,,,T,25.02822022,2017/10/25 00:00:00+00
164,Chester,town,2,Warren,978823,3611315319,522400,3465,3614,3355,3086,,,T,87.90644947,2018/12/03 00:00:00+00
165,Chesterfield,town,2,Essex,978824,3603115330,152000,2267,2409,2445,2476,,,T,104.87023779,
166,Chili,town,2,Monroe,978825,3605515462,262200,25178,27638,28625,29123,,,T,39.85290485,2017/06/13 00:00:00+00
167,Cicero,town,2,Onondaga,978826,3606715704,312200,25560,27982,31632,31435,,,T,48.58350658,2018/03/23 00:00:00+00
168,Cincinnatus,town,2,Cortland,978827,3602315748,112000,1122,1051,1056,902,,,T,25.49013812,2018/07/18 00:00:00+00
169,Clare,town,2,St Lawrence,978828,3608915792,402400,78,112,105,100,,,T,96.95016608,2018/11/19 00:00:00+00
170,Clarence,town,2,Erie,978829,3602915825,143200,20041,26123,30673,32950,,,T,53.69293077,2017/10/30 00:00:00+00
171,Clarendon,town,2,Orleans,978830,3607315880,342600,2705,3392,3648,3315,,,T,35.1475659,2018/02/12 00:00:00+00
172,Clarkson,town,2,Monroe,978831,3605515957,262400,4517,6072,6736,6904,,,T,33.16752016,2017/07/26 00:00:00+00
173,Clarkstown,town,2,Rockland,978832,3608715968,392000,79346,82082,84187,86855,,,T,47.14010636,2018/12/06 00:00:00+00
174,Clarksville,town,2,Allegany,978833,3600315990,024600,1041,1146,1161,976,,,T,36.43515339,
175,Claverack,town,2,Columbia,978834,3602116045,102800,6414,6401,6021,6058,,,T,48.10384087,2018/01/22 00:00:00+00
176,Clay,town,2,Onondaga,978835,3606716067,312400,59749,58805,58206,60527,,,T,48.9311334,2018/03/23 00:00:00+00
177,Clayton,town,2,Jefferson,978836,3604516100,223200,4629,4817,5153,4770,,,T,104.11523625,2018/11/06 00:00:00+00
178,Clermont,town,2,Columbia,978837,3602116177,103000,1443,1726,1965,2058,,,T,19.0819676,2018/01/22 00:00:00+00
179,Clifton,town,2,St Lawrence,978838,3608916287,402600,917,791,751,675,,,T,150.8333529,2018/11/19 00:00:00+00
180,Clifton Park,town,2,Saratoga,978839,3609116353,412400,30117,32995,36705,38029,,,T,50.2274039,2017/11/10 00:00:00+00
181,Clinton,town,2,Dutchess,978841,3602716408,132400,3760,4010,4312,4037,,,T,38.80443954,2010/08/12 00:00:00+00
182,Clinton,town,2,Clinton,978840,3601916397,093200,663,727,737,652,,,T,67.11855898,2018/12/07 00:00:00+00
183,Clymer,town,2,Chautauqua,978842,3601316595,063200,1474,1501,1698,1753,,,T,36.305894,2019/04/26 00:00:00+00
184,Cobleskill,town,2,Schoharie,978843,3609516639,432600,7270,6407,6625,6086,,,T,30.68646765,2017/11/27 00:00:00+00
185,Cochecton,town,2,Sullivan,978844,3610516661,482400,1318,1328,1372,1448,,,T,37.4483678,2019/04/26 00:00:00+00
186,Coeymans,town,2,Albany,978845,3600116694,012400,8158,8151,7418,7256,,,T,52.93108681,2017/11/10 00:00:00+00
187,Cohocton,town,2,Steuben,978846,3610116738,463600,2520,2626,2561,2269,,,T,55.93575324,2018/03/01 00:00:00+00
188,Cohoes,city,1,Albany,978847,3600116749,010300,16825,15521,16168,18147,,,2,4.26160455,2016/04/27 00:00:00+00
189,Colchester,town,2,Delaware,978848,3602516793,122400,1928,2042,2077,1782,,,T,140.92273927,2018/10/26 00:00:00+00
190,Colden,town,2,Erie,978849,3602916870,143400,2899,3323,3265,3121,,,T,35.75215347,
191,Coldspring,town,2,Cattaraugus,978850,3600916903,042600,732,751,663,658,,,T,64.71291512,2019/04/26 00:00:00+00
192,Colesville,town,2,Broome,978851,3600717046,032600,5590,5441,5232,4868,,,T,79.37408769,2017/09/01 00:00:00+00
193,Collins,town,2,Erie,978852,3602917200,143600,6020,8307,6601,5894,,,T,63.20822965,
194,Colonie,town,2,Albany,978853,3600117343,012600,76494,79258,81591,85590,,,T,57.77515905,2017/11/10 00:00:00+00
195,Colton,town,2,St Lawrence,978854,3608917409,402800,1274,1453,1451,1530,,,T,253.46424877,2018/11/19 00:00:00+00
196,Columbia,town,2,Herkimer,978855,3604317431,212000,1587,1630,1580,1569,,,T,35.43640087,2017/07/24 00:00:00+00
197,Columbus,town,2,Chenango,978856,3601717486,082400,869,931,975,898,,,T,37.38193427,2018/03/09 00:00:00+00
198,Concord,town,2,Erie,978857,3602917585,143800,8387,8526,8494,8316,,,T,70.27424672,
199,Conesus,town,2,Livingston,978858,3605117618,242400,2196,2353,2473,2320,,,T,35.88937519,2018/01/25 00:00:00+00
200,Conesville,town,2,Schoharie,978859,3609517651,432800,684,726,734,687,,,T,39.76946899,2020/05/19 00:00:00+00
201,Conewango,town,2,Cattaraugus,978860,3600917684,042800,1702,1732,1857,1785,,,T,36.14757968,2017/10/06 00:00:00+00
202,Conklin,town,2,Broome,978861,3600717772,032800,6265,5940,5441,5008,,,T,24.8156432,2019/04/26 00:00:00+00
203,Conquest,town,2,Cayuga,978862,3601117849,052600,1859,1925,1819,1791,,,T,36.30225734,2018/02/23 00:00:00+00
204,Constable,town,2,Franklin,978863,3603317871,163600,1203,1428,1566,1486,,,T,32.83339489,2018/07/24 00:00:00+00
205,Constantia,town,2,Oswego,978864,3607517904,352600,4868,5141,4973,4778,,,T,99.35835315,2017/06/28 00:00:00+00
206,Copake,town,2,Columbia,978865,3602118102,103200,3118,3278,3615,3346,,,T,42.20891335,2018/01/22 00:00:00+00
207,Corinth,town,2,Saratoga,978866,3609118223,412600,5935,5985,6531,6500,,,T,58.52817243,
208,Corning,city,1,Steuben,978867,3610118256,460300,11938,10842,11183,10551,,,1,3.26467486,2018/03/01 00:00:00+00
209,Corning,town,2,Steuben,978868,3610118267,463800,6367,6426,6270,5983,,,T,37.30185232,2018/03/01 00:00:00+00
210,Cornwall,town,2,Orange,978869,3607118300,332400,11270,12307,12646,12884,<Null>,,T,27.80772475,2017/10/25 00:00:00+00
211,Cortland,city,1,Cortland,978870,3602318388,110200,19801,18740,19204,17556,,,1,3.93296498,2018/07/18 00:00:00+00
212,Cortlandt,town,2,Westchester,978871,3611918410,552200,37357,38467,41592,42545,,,T,50.40581099,
213,Cortlandville,town,2,Cortland,978872,3602318421,112200,8054,7919,8509,8409,,,T,49.97938898,2018/07/18 00:00:00+00
214,Coventry,town,2,Chenango,978873,3601718619,082600,1517,1589,1655,1516,,,T,48.58241775,2017/09/01 00:00:00+00
215,Covert,town,2,Seneca,978874,3609918663,452000,2246,2227,2154,2163,,,T,37.58058886,
216,Covington,town,2,Wyoming,978875,3612118696,562800,1266,1357,1232,1253,,,T,26.18080272,
217,Coxsackie,town,2,Greene,978876,3603918729,192800,7633,8884,8918,8382,4-2013,2014/01/03 00:00:00+00,T,38.40322176,2017/06/20 00:00:00+00
218,Crawford,town,2,Orange,978877,3607118916,332600,6394,7875,9316,9130,,,T,39.93653351,2017/10/25 00:00:00+00
219,Croghan,town,2,Lewis,978878,3604919081,232000,3071,3161,3093,3197,,,T,181.52657124,2018/11/08 00:00:00+00
220,Crown Point,town,2,Essex,978879,3603119246,152200,1963,2119,2024,2042,,,T,81.61415631,
221,Cuba,town,2,Allegany,978880,3600319367,024800,3401,3392,3243,3126,,,T,36.4478365,2017/08/01 00:00:00+00
222,Cuyler,town,2,Cortland,978881,3602319499,112400,850,1036,980,908,,,T,43.51027512,2018/07/18 00:00:00+00
223,Danby,town,2,Tompkins,978882,3610919620,502200,2858,3007,3329,3421,,,T,53.85175287,2018/11/28 00:00:00+00
224,Dannemora,town,2,Clinton,978883,3601919653,093400,5232,5149,4898,4037,,,T,64.63760081,2018/12/07 00:00:00+00
225,Dansville,town,2,Steuben,978884,3610119675,464000,1811,1977,1842,1835,,,T,48.35974221,2018/03/01 00:00:00+00
226,Danube,town,2,Herkimer,978885,3604319686,212200,1077,1098,1039,953,,,T,30.03251737,2018/02/01 00:00:00+00
227,Darien,town,2,Genesee,978886,3603719719,183200,2979,3061,3158,3010,,,T,47.63783883,2017/12/12 00:00:00+00
228,Davenport,town,2,Delaware,978887,3602519763,122600,2438,2774,2965,2955,,,T,50.86781429,2020/05/19 00:00:00+00
229,Day,town,2,Saratoga,978888,3609119807,412800,746,920,856,819,,,T,69.64381807,
230,Dayton,town,2,Cattaraugus,978889,3600919840,043000,1915,1945,1886,1690,,,T,36.33443137,
231,De Kalb,town,2,St Lawrence,978893,3608920038,403000,2153,2213,2434,2375,,,T,83.08560454,2018/11/19 00:00:00+00
232,De Peyster,town,2,St Lawrence,978898,3608920335,403200,913,936,998,1023,,,T,45.0655099,2018/11/19 00:00:00+00
233,De Witt,town,2,Onondaga,978901,3606720478,312600,25148,24071,25838,26074,,,T,33.76665552,2018/03/23 00:00:00+00
234,Decatur,town,2,Otsego,978890,3607719895,362600,356,410,353,374,,,T,20.79610008,2018/02/13 00:00:00+00
235,Deerfield,town,2,Oneida,978891,3606519928,303200,3942,3906,4273,3983,,,T,33.05649064,2017/06/28 00:00:00+00
236,Deerpark,town,2,Orange,978892,3607119961,332800,7832,7858,7901,7509,,,T,68.00882181,2019/10/04 00:00:00+00
237,Delaware,town,2,Sullivan,978894,3610520104,482600,2633,2719,2670,2203,,,T,35.33116949,2019/04/26 00:00:00+00
238,Delhi,town,2,Delaware,978895,3602520137,122800,5015,4629,5117,4795,,,T,64.99481536,2018/10/26 00:00:00+00
239,Denmark,town,2,Lewis,978896,3604920214,232200,2718,2747,2860,2626,,,T,51.10864306,2018/11/08 00:00:00+00
240,Denning,town,2,Ulster,978897,3611120247,512000,524,516,551,493,,,T,101.39399688,2018/10/09 00:00:00+00
241,Deposit,town,2,Delaware,978899,3602520357,123000,1824,1687,1712,1427,,,T,45.03408282,2019/04/26 00:00:00+00
242,DeRuyter,town,2,Madison,978900,3605320401,252400,1458,1532,1589,1276,,,T,31.10239848,2018/07/18 00:00:00+00
243,Diana,town,2,Lewis,978902,3604920555,232400,1743,1661,1709,1610,,,T,141.11625208,2018/11/06 00:00:00+00
244,Dickinson,town,2,Broome,978903,3600720588,033000,5486,5335,5278,5100,,,T,4.96937898,2017/09/01 00:00:00+00
245,Dickinson,town,2,Franklin,978904,3603320610,163800,751,739,823,965,,,T,44.36339056,2018/07/24 00:00:00+00
246,Dix,town,2,Schuyler,978905,3609720676,442400,4130,4197,3864,3757,,,T,36.87258624,2018/11/13 00:00:00+00
247,Dover,town,2,Dutchess,978906,3602720819,132600,7778,8565,8699,8415,,,T,56.26680132,2010/08/12 00:00:00+00
248,Dresden,town,2,Washington,978907,3611520885,532400,561,677,652,537,,,T,55.15604477,2018/09/06 00:00:00+00
249,Dryden,town,2,Tompkins,978908,3610920962,502400,13251,13532,14435,13905,,,T,94.13690359,2018/11/28 00:00:00+00
250,Duane,town,2,Franklin,978909,3603320973,164000,152,159,174,180,,,T,79.12358797,2018/07/24 00:00:00+00
251,Duanesburg,town,2,Schenectady,978910,3609321006,422000,5474,5808,6122,5863,,,T,72.14932232,2018/11/08 00:00:00+00
252,Dunkirk,town,2,Chautauqua,978912,3601321116,063400,1482,1387,1318,1240,,,T,6.29436268,
253,Dunkirk,city,1,Chautauqua,978911,3601321105,060300,13989,13131,12563,12743,,,1,4.53504267,
254,Durham,town,2,Greene,978913,3603921204,193000,2324,2592,2725,2627,,,T,49.10469156,2015/05/13 00:00:00+00
255,Eagle,town,2,Wyoming,978914,3612121369,563000,1155,1194,1192,1105,,,T,36.4872331,
256,East Bloomfield,town,2,Ontario,978915,3606921699,322600,3258,3361,3634,3640,,,T,33.37836151,2018/02/08 00:00:00+00
257,East Fishkill,town,2,Dutchess,978917,3602721996,132800,22101,25589,29029,29707,,,T,57.54969626,2010/08/12 00:00:00+00
258,East Greenbush,town,2,Rensselaer,978918,3608322117,382400,14076,15560,16473,16748,,,T,24.47662269,2017/11/10 00:00:00+00
259,East Hampton,town,2,Suffolk,978919,3610322194,472400,16132,19719,21457,28385,,,T,448.33742791,
260,East Otto,town,2,Cattaraugus,978921,3600922678,043200,1003,1105,1062,974,,,T,41.62422249,
261,East Rochester,town,2,Monroe,978922,3605522870,265800,6932,6650,6587,6334,,,T,1.31137634,2017/06/13 00:00:00+00
262,Eastchester,town,2,Westchester,978916,3611921820,552400,30867,31318,32363,34641,,,T,4.99173524,
263,Easton,town,2,Washington,978920,3611522656,532600,2203,2259,2336,2279,,,T,63.12382503,2018/09/06 00:00:00+00
264,Eaton,town,2,Madison,978923,3605323305,252600,5362,4826,5255,4284,,,T,45.56746763,2018/03/09 00:00:00+00
265,Eden,town,2,Erie,978924,3602923415,144000,7416,8076,7688,7573,,,T,39.89145675,
266,Edinburg,town,2,Saratoga,978925,3609123591,413000,1041,1384,1214,1333,,,T,66.3460438,
267,Edmeston,town,2,Otsego,978926,3607723613,362800,1717,1824,1826,1907,,,T,44.3962734,2018/02/13 00:00:00+00
268,Edwards,town,2,St Lawrence,978927,3608923646,403400,1083,1148,1156,1015,,,T,51.90247498,2018/11/19 00:00:00+00
269,Elba,town,2,Genesee,978928,3603723756,183400,2407,2439,2370,2164,,,T,35.73977262,2017/12/22 00:00:00+00
270,Elbridge,town,2,Onondaga,978929,3606723800,312800,6192,6091,5922,5476,,,T,38.28118607,2018/03/23 00:00:00+00
271,Elizabethtown,town,2,Essex,978930,3603123833,152400,1314,1315,1163,1203,,,T,82.21851167,
272,Ellenburg,town,2,Clinton,978931,3601923921,093600,1847,1812,1743,1842,,,T,107.72406615,2018/12/07 00:00:00+00
273,Ellery,town,2,Chautauqua,978932,3601323976,063600,4534,4576,4528,4122,,,T,55.15326793,
274,Ellicott,town,2,Chautauqua,978933,3601323998,063800,9455,9280,8714,8768,,,T,31.24058489,
275,Ellicottville,town,2,Cattaraugus,978934,3600924031,043600,1607,1738,1598,1315,,,T,45.14948664,
276,Ellington,town,2,Chautauqua,978935,3601324053,064000,1615,1639,1643,1497,,,T,36.62696248,2017/10/06 00:00:00+00
277,Ellisburg,town,2,Jefferson,978936,3604524086,223400,3386,3541,3474,3352,,,T,123.29119127,2018/11/06 00:00:00+00
278,Elma,town,2,Erie,978937,3602924130,144200,10355,11304,11317,11721,,,T,34.62026899,
279,Elmira,town,2,Chemung,978939,3601524240,073000,7440,7199,6934,6848,,,T,22.52521869,
280,Elmira,city,1,Chemung,978938,3601524229,070400,33724,30940,29200,26523,,,1,7.51802652,2018/10/02 00:00:00+00
281,Enfield,town,2,Tompkins,978940,3610924548,502600,3054,3369,3512,3362,,,T,36.85087253,2018/11/28 00:00:00+00
282,Ephratah,town,2,Fulton,978941,3603524603,172600,1556,1693,1682,1677,,,T,39.58773741,
283,Erin,town,2,Chemung,978942,3601524636,073200,2002,2054,1962,1806,,,T,44.56639231,2018/11/13 00:00:00+00
284,Erwin,town,2,Steuben,978943,3610124647,464200,6763,7227,8037,8095,,,T,39.20511737,2018/03/01 00:00:00+00
285,Esopus,town,2,Ulster,978944,3611124691,512200,8860,9331,9041,9548,,,T,41.93178127,2018/10/09 00:00:00+00
286,Esperance,town,2,Schoharie,978945,3609524724,433000,2101,2043,2076,1806,,,T,19.98386239,2018/02/01 00:00:00+00
287,Essex,town,2,Essex,978946,3603124768,152600,687,713,671,621,,,T,37.14792111,
288,Evans,town,2,Erie,978947,3602924801,144400,17478,17594,16356,15308,,,T,41.54308028,
289,Exeter,town,2,Otsego,978948,3607724845,363000,967,954,987,845,,,T,32.6897214,2018/02/13 00:00:00+00
290,Fabius,town,2,Onondaga,978949,3606724878,313000,1760,1974,1964,2006,,,T,46.73816038,2018/07/18 00:00:00+00
291,Fairfield,town,2,Herkimer,978950,3604324933,212400,1442,1607,1627,1475,,,T,41.1493771,2017/06/28 00:00:00+00
292,Fallsburg,town,2,Sullivan,978951,3610525241,482800,11445,12234,12870,14192,,,T,79.03789368,2018/11/26 00:00:00+00
293,Farmersville,town,2,Cattaraugus,978952,3600925340,043800,869,1028,1090,1073,,,T,48.10411267,2017/08/01 00:00:00+00
294,Farmington,town,2,Ontario,978953,3606925406,322800,10381,10585,11825,14170,,,T,39.49165324,2018/02/08 00:00:00+00
295,Fayette,town,2,Seneca,978954,3609925505,452200,3636,3643,3929,3657,,,T,66.36906275,
296,Fenner,town,2,Madison,978955,3605325593,252800,1694,1680,1726,1668,,,T,31.0851931,2018/03/09 00:00:00+00
297,Fenton,town,2,Broome,978956,3600725604,033200,7236,6909,6674,6429,,,T,33.18066181,2017/09/01 00:00:00+00
298,Fine,town,2,St Lawrence,978957,3608925791,403600,1813,1622,1512,1304,,,T,169.00482828,2018/11/19 00:00:00+00
299,Fishkill,town,2,Dutchess,978958,3602725978,133000,17655,20258,22107,24226,,,T,32.06366368,2018/11/08 00:00:00+00
300,Fleming,town,2,Cayuga,978959,3601126231,052800,2644,2647,2636,2477,,,T,24.27630767,2018/02/23 00:00:00+00
301,Florence,town,2,Oneida,978960,3606526297,303400,852,1086,1025,1284,,,T,55.00088003,2018/03/12 00:00:00+00
302,Florida,town,2,Montgomery,978961,3605726308,272600,2637,2731,2696,2667,,,T,51.50800404,2018/02/01 00:00:00+00
303,Floyd,town,2,Oneida,978962,3606526385,303600,3856,3869,3819,3733,,,T,34.7757442,2017/06/28 00:00:00+00
304,Forestburgh,town,2,Sullivan,978963,3610526528,483000,614,833,819,808,,,T,56.47985337,2018/11/26 00:00:00+00
305,Forestport,town,2,Oneida,978964,3606526627,303800,1556,1692,1535,1477,,,T,78.98669717,2017/06/28 00:00:00+00
306,Fort Ann,town,2,Washington,978965,3611526715,532800,6368,6417,6190,5812,,,T,110.90441393,2018/09/06 00:00:00+00
307,Fort Covington,town,2,Franklin,978966,3603326737,164200,1676,1645,1676,1531,,,T,36.73202405,2018/07/24 00:00:00+00
308,Fort Edward,town,2,Washington,978967,3611526781,533000,6330,5892,6371,5991,,,T,27.42297795,2018/09/06 00:00:00+00
309,Fowler,town,2,St Lawrence,978968,3608927100,403800,1885,2180,2202,2142,,,T,60.17840222,2018/11/19 00:00:00+00
310,Frankfort,town,2,Herkimer,978969,3604327199,212600,7494,7478,7636,7011,,,T,36.48469894,2017/07/31 00:00:00+00
311,Franklin,town,2,Franklin,978971,3603327243,164400,1016,1197,1140,1150,,,T,174.8331343,2018/07/24 00:00:00+00
312,Franklin,town,2,Delaware,978970,3602527232,123200,2471,2621,2411,2288,,,T,81.44066881,2018/10/26 00:00:00+00
313,Franklinville,town,2,Cattaraugus,978972,3600927342,044000,2968,3128,2990,2802,,,T,52.07050936,
314,Freedom,town,2,Cattaraugus,978973,3600927441,044200,2018,2493,2405,2261,,,T,40.76569549,2017/08/01 00:00:00+00
315,Freetown,town,2,Cortland,978974,3602327496,112600,688,789,757,767,,,T,25.65081154,2018/07/18 00:00:00+00
316,Fremont,town,2,Sullivan,978976,3610527573,483200,1332,1391,1381,1161,,,T,51.10929608,2019/04/26 00:00:00+00
317,Fremont,town,2,Steuben,978975,3610127551,464400,912,964,1008,894,,,T,32.13993948,2018/03/01 00:00:00+00
318,French Creek,town,2,Chautauqua,978977,3601327606,064200,916,935,906,1007,,,T,36.44532157,2019/04/26 00:00:00+00
319,Friendship,town,2,Allegany,978978,3600327705,025000,2185,1927,2004,1944,,,T,36.15645747,
320,Fulton,city,1,Oswego,978979,3607527815,350400,12929,11855,11896,11389,4-2014,2014/05/16 00:00:00+00,1,4.84543313,2015/01/15 00:00:00+00
321,Fulton,town,2,Schoharie,978980,3609527826,433200,1514,1495,1442,1199,,,T,63.81844314,2017/11/27 00:00:00+00
322,Gaines,town,2,Orleans,978981,3607327958,342800,3025,3740,3378,3226,,,T,34.49996694,2018/02/12 00:00:00+00
323,Gainesville,town,2,Wyoming,978982,3612127980,563200,2288,2333,2182,2009,,,T,35.76037907,
324,Galen,town,2,Wayne,978983,3611728013,542400,4413,4439,4290,4415,,,T,60.04057793,
325,Gallatin,town,2,Columbia,978984,3602128068,103400,1658,1499,1668,1628,,,T,39.58801108,2018/01/22 00:00:00+00
