OBJECTID,NAME,MUNI_TYPE,MUNITYCODE,COUNTY,GNIS_ID,FIPS_CODE,SWIS,POP1990,POP2000,POP2010,POP2020,DOS_LL,DOSLL_DATE,MAP_SYMBOL,CALC_SQ_MI,DATEMOD
326,Galway,town,2,Saratoga,978985,3609128112,413200,3266,3589,3545,3525,,,T,44.93740381,2017/11/10 00:00:00+00
327,Gardiner,town,2,Ulster,978986,3611128255,512400,4278,5238,5713,5610,,,T,44.42845402,2018/10/09 00:00:00+00
328,Gates,town,2,Monroe,978987,3605528442,262600,28583,29275,28400,29167,,,T,15.3289647,2017/06/13 00:00:00+00
329,Geddes,town,2,Onondaga,978988,3606728519,313200,17677,17740,17118,17088,,,T,11.66793362,2018/03/23 00:00:00+00
330,Genesee,town,2,Allegany,978989,3600328563,025200,1672,1803,1693,1633,,,T,36.31743134,2019/04/26 00:00:00+00
331,Genesee Falls,town,2,Wyoming,978990,3612128596,563400,488,460,438,402,,,T,15.71143106,2018/09/20 00:00:00+00
332,Geneseo,town,2,Livingston,978991,3605128629,242600,9178,9654,10483,10234,,,T,45.1437901,2018/01/25 00:00:00+00
333,Geneva,city,1,"Ontario, Seneca",978992,3606928640,320500,14143,13617,13261,12812,,,1,5.85083299,2017/01/31 00:00:00+00
334,Geneva,town,2,Ontario,978993,3606928651,323000,2967,3289,3291,3473,,,T,19.28864855,2018/02/08 00:00:00+00
335,Genoa,town,2,Cayuga,978994,3601128673,053000,1868,1914,1935,1815,,,T,43.16718717,2018/02/23 00:00:00+00
336,Georgetown,town,2,Madison,978995,3605328695,253000,932,946,974,648,,,T,40.13221873,2018/03/09 00:00:00+00
337,German,town,2,Chenango,978996,3601728739,082800,311,378,370,308,,,T,28.4643554,2018/07/18 00:00:00+00
338,German Flatts,town,2,Herkimer,978997,3604328750,212800,14345,13629,13258,12263,,,T,34.09516934,2017/07/31 00:00:00+00
339,Germantown,town,2,Columbia,978998,3602128772,103600,2010,2018,1954,1936,,,T,13.90724445,2018/01/22 00:00:00+00
340,Gerry,town,2,Chautauqua,978999,3601328838,064400,2147,2054,1905,1782,,,T,36.23285721,
341,Ghent,town,2,Columbia,979000,3602128871,103800,4812,5276,5402,5303,,,T,45.10211164,2018/01/22 00:00:00+00
342,Gilboa,town,2,Schoharie,979001,3609528981,433400,1207,1215,1307,1111,,,T,59.44313997,2017/11/27 00:00:00+00
343,Glen,town,2,Montgomery,979002,3605729047,272800,1950,2222,2507,2536,,,T,39.49786557,2018/02/01 00:00:00+00
344,Glen Cove,city,1,Nassau,979003,3605929113,280500,24149,26622,26964,28365,,,1,6.90331153,
345,Glens Falls,city,1,Warren,979004,3611329333,520500,15023,14354,14700,14830,6-2003,2003/10/30 00:00:00+00,1,4.0186698,2006/03/13 00:00:00+00
346,Glenville,town,2,Schenectady,979005,3609329366,422200,28771,28183,29480,29326,,,T,50.68653623,2018/11/08 00:00:00+00
347,Gloversville,city,1,Fulton,979006,3603529443,170500,16656,15413,15665,15131,7-2015,2015/06/05 00:00:00+00,1,5.05358034,2016/01/15 00:00:00+00
348,Gorham,town,2,Ontario,979007,3606929531,323200,3497,3776,4247,4106,,,T,53.14163052,
349,Goshen,town,2,Orange,979008,3607129553,333000,11500,12913,13687,14571,,,T,43.92645714,2017/10/25 00:00:00+00
350,Gouverneur,town,2,St Lawrence,979009,3608929608,404000,6985,7418,7085,6551,,,T,72.40141772,2018/11/19 00:00:00+00
351,Grafton,town,2,Rensselaer,979010,3608329674,382600,1917,1987,2130,2051,,,T,46.40554865,2017/11/10 00:00:00+00
352,Granby,town,2,Oswego,979011,3607529729,352800,7013,7009,6821,6520,4-2014,2014/05/16 00:00:00+00,T,46.42466704,2015/01/15 00:00:00+00
353,Grand Island,town,2,Erie,979012,3602929828,144600,17561,18621,20374,21389,,,T,33.36393638,2017/10/30 00:00:00+00
354,Granger,town,2,Allegany,979013,3600329905,025400,515,577,538,519,,,T,32.08378928,
355,Granville,town,2,Washington,979014,3611530037,533200,5935,6456,6669,6215,,,T,56.21731378,2018/09/06 00:00:00+00
356,Great Valley,town,2,Cattaraugus,979015,3600930257,044400,2090,2145,1974,1991,,,T,54.18522847,
357,Greece,town,2,Monroe,979016,3605530290,262800,90106,94141,96095,96926,,,T,49.59601286,2017/06/13 00:00:00+00
358,Green Island,town,2,Albany,979020,3600130532,012800,2490,2278,2620,2934,,,T,0.94507449,2016/04/27 00:00:00+00
359,Greenburgh,town,2,Westchester,979017,3611930367,552600,83816,86764,88400,95397,,,T,35.96276832,2021/10/08 00:00:00+00
360,Greene,town,2,Chenango,979018,3601730422,083000,6053,5729,5604,5296,,,T,75.40775002,2017/09/01 00:00:00+00
361,Greenfield,town,2,Saratoga,979019,3609130444,413400,6338,7362,7775,8004,,,T,67.91783144,2017/11/10 00:00:00+00
362,Greenport,town,2,Columbia,979021,3602130565,104000,4101,4180,4165,4473,,,T,20.42677651,2018/01/22 00:00:00+00
363,Greenville,town,2,Orange,979023,3607130631,333200,3120,3800,4616,4689,,,T,30.13673865,2019/10/04 00:00:00+00
364,Greenville,town,2,Greene,979022,3603930620,193200,3135,3316,3739,3741,,,T,39.17196834,
365,Greenwich,town,2,Washington,979024,3611530686,533400,4557,4896,4942,4868,,,T,44.20569765,2018/09/06 00:00:00+00
366,Greenwood,town,2,Steuben,979025,3610130741,464600,898,849,801,777,,,T,41.35630915,2018/03/01 00:00:00+00
367,Greig,town,2,Lewis,979026,3604930796,232600,1323,1365,1199,1179,,,T,93.85495971,2018/11/08 00:00:00+00
368,Groton,town,2,Tompkins,979027,3610930972,502800,5483,5794,5950,5746,,,T,49.44695752,2018/11/28 00:00:00+00
369,Grove,town,2,Allegany,979028,3600330994,025600,479,533,548,489,,,T,33.74186704,
370,Groveland,town,2,Livingston,979029,3605131016,242800,3190,3853,3249,2316,,,T,39.88664611,2018/01/25 00:00:00+00
371,Guilderland,town,2,Albany,979030,3600131104,013000,28764,32688,35303,36848,,,T,58.63650584,2017/11/10 00:00:00+00
372,Guilford,town,2,Chenango,979031,3601731148,083200,2875,3046,2922,2741,,,T,61.88711065,2018/02/16 00:00:00+00
373,Hadley,town,2,Saratoga,979032,3609131269,413600,1628,1971,2048,1976,,,T,41.02992863,
374,Hague,town,2,Warren,979033,3611331335,522600,699,854,699,633,,,T,79.31822936,2018/12/03 00:00:00+00
375,Halcott,town,2,Greene,979034,3603931379,193400,189,193,258,249,,,T,22.52575226,
376,Halfmoon,town,2,Saratoga,979035,3609131489,413800,13879,18474,21535,25662,,,T,33.59935655,2017/11/10 00:00:00+00
377,Hamburg,town,2,Erie,979036,3602931654,144800,53735,56259,56936,60085,,,T,41.3269355,2017/11/20 00:00:00+00
378,Hamden,town,2,Delaware,979037,3602531698,123400,1144,1280,1323,1137,,,T,59.68226678,2018/10/26 00:00:00+00
379,Hamilton,town,2,Madison,979038,3605331720,253200,6221,5733,6690,6379,,,T,41.40542942,2018/03/09 00:00:00+00
380,Hamlin,town,2,Monroe,979039,3605531797,263000,9203,9355,9045,8725,,,T,43.3890275,2017/07/26 00:00:00+00
381,Hammond,town,2,St Lawrence,979040,3608931841,404200,1168,1207,1191,1258,,,T,77.91083551,2018/11/19 00:00:00+00
382,Hampton,town,2,Washington,979041,3611531885,533600,756,871,938,857,,,T,22.63859418,2018/09/06 00:00:00+00
383,Hamptonburgh,town,2,Orange,979042,3607131907,333400,3910,4686,5561,5489,,,T,26.69877741,2017/10/25 00:00:00+00
384,Hancock,town,2,Delaware,979043,3602531951,123600,3384,3449,3224,2764,,,T,161.96665753,2019/04/26 00:00:00+00
385,Hannibal,town,2,Oswego,979044,3607532028,353000,4616,4957,4854,4525,,,T,44.73378096,
386,Hanover,town,2,Chautauqua,979045,3601332050,064600,7380,7638,7127,6972,,,T,52.3708946,2017/08/01 00:00:00+00
387,Hardenburgh,town,2,Ulster,979046,3611132116,512600,204,208,238,221,,,T,80.20966877,2018/10/09 00:00:00+00
388,Harford,town,2,Cortland,979047,3602332160,112800,886,920,943,876,,,T,24.19670657,2018/07/18 00:00:00+00
389,Harmony,town,2,Chautauqua,979048,3601332248,064800,2177,2339,2206,2121,,,T,45.31413862,2019/04/26 00:00:00+00
390,Harpersfield,town,2,Delaware,979049,3602532281,123800,1450,1603,1577,1442,,,T,42.26711246,2018/10/26 00:00:00+00
391,Harrietstown,town,2,Franklin,979050,3603332314,164600,5621,5575,5709,5254,,,T,213.64818831,2018/07/24 00:00:00+00
392,Harrisburg,town,2,Lewis,979051,3604932358,232800,425,423,437,480,,,T,39.72472275,2018/11/08 00:00:00+00
393,Harrison,town,2,Westchester,979052,3611932413,552800,23308,24154,27472,28218,,,T,17.33656388,
394,Hartford,town,2,Washington,979053,3611532457,533800,1989,2279,2269,2193,,,T,43.45071319,2018/09/06 00:00:00+00
395,Hartland,town,2,Niagara,979054,3606332490,292200,3911,4165,4117,3874,,,T,52.35199,2018/02/01 00:00:00+00
396,Hartsville,town,2,Steuben,979055,3610132567,464800,546,585,609,558,,,T,36.21004064,2018/03/01 00:00:00+00
397,Hartwick,town,2,Otsego,979056,3607732589,363200,2045,2203,2110,1952,,,T,40.37667703,2018/02/13 00:00:00+00
398,Hastings,town,2,Oswego,979057,3607532688,353200,8113,8803,9450,9342,,,T,45.93457238,
399,Haverstraw,town,2,Rockland,979058,3608732765,392200,32712,33811,36634,39087,,,T,27.40370017,2018/12/06 00:00:00+00
400,Hebron,town,2,Washington,979059,3611533040,534000,1540,1773,1853,1786,,,T,56.27814127,2018/09/06 00:00:00+00
401,Hector,town,2,Schuyler,979060,3609733073,442600,4423,4854,4940,4895,,,T,112.48463405,
402,Hempstead,town,2,Nassau,979061,3605934000,282000,725639,755924,759757,793409,,,T,194.41702874,2021/10/08 00:00:00+00
403,Henderson,town,2,Jefferson,979062,3604534055,223600,1268,1377,1360,1438,,,T,67.99341086,2018/11/06 00:00:00+00
404,Henrietta,town,2,Monroe,979063,3605534099,263200,36376,39028,42581,47096,,,T,35.51602867,2017/06/13 00:00:00+00
405,Herkimer,town,2,Herkimer,979064,3604334132,213000,10401,9962,10175,9566,,,T,32.44414303,2017/07/31 00:00:00+00
406,Hermon,town,2,St Lawrence,979065,3608934176,404400,1041,1069,1108,1074,,,T,54.14684778,2018/11/19 00:00:00+00
407,Highland,town,2,Sullivan,979066,3610534473,483400,2147,2404,2530,2196,,,T,51.47503377,2019/04/26 00:00:00+00
408,Highlands,town,2,Orange,979067,3607134550,333600,13667,12484,12492,12939,,,T,33.17156642,2017/10/25 00:00:00+00
409,Hillsdale,town,2,Columbia,979068,3602134748,104200,1793,1744,1927,1831,,,T,47.84419358,2018/01/22 00:00:00+00
410,Hinsdale,town,2,Cattaraugus,979069,3600934946,044600,2095,2270,2168,2113,,,T,38.87767251,2017/08/01 00:00:00+00
411,Holland,town,2,Erie,979070,3602935122,145000,3572,3603,3401,3281,,,T,35.8228127,2017/10/30 00:00:00+00
412,Homer,town,2,Cortland,979071,3602335287,113000,6508,6363,6405,6293,,,T,50.54486217,2018/07/18 00:00:00+00
413,Hoosick,town,2,Rensselaer,979072,3608335463,382800,6696,6759,6924,6711,,,T,62.96231281,2017/11/10 00:00:00+00
414,Hope,town,2,Hamilton,979073,3604135496,202400,358,392,403,413,,,T,41.61214668,
415,Hopewell,town,2,Ontario,979074,3606935551,323400,3016,3346,3747,3931,,,T,35.71090576,
416,Hopkinton,town,2,St Lawrence,979075,3608935595,404600,957,1020,1077,1105,,,T,186.30463628,2018/11/19 00:00:00+00
417,Horicon,town,2,Warren,979076,3611335639,522800,1269,1479,1389,1471,,,T,69.97441289,2018/12/03 00:00:00+00
418,Hornby,town,2,Steuben,979077,3610135661,465000,1655,1742,1706,1684,,,T,40.62338822,2018/03/01 00:00:00+00
419,Hornell,city,1,Steuben,979078,3610135672,460600,9877,9019,8563,8263,<Null>,,1,3.23353771,2018/03/01 00:00:00+00
420,Hornellsville,town,2,Steuben,979079,3610135683,465200,4149,4042,4151,4034,<Null>,,T,43.1599722,2018/03/01 00:00:00+00
421,Horseheads,town,2,Chemung,979080,3601535705,073400,19926,19561,19485,19374,,,T,35.90679733,
422,Hounsfield,town,2,Jefferson,979081,3604535782,223800,3089,3323,3466,3281,,,T,114.55164644,2018/11/06 00:00:00+00
423,Howard,town,2,Steuben,979082,3610135837,465400,1331,1430,1467,1389,,,T,60.76538844,2018/03/01 00:00:00+00
424,Hudson,city,1,Columbia,979083,3602135969,100600,8034,7524,6713,5894,,,1,2.32141235,2018/02/05 00:00:00+00
425,Hume,town,2,Allegany,979084,3600336112,025800,1970,1987,2071,2073,,,T,38.38768261,2018/09/20 00:00:00+00
426,Humphrey,town,2,Cattaraugus,979085,3600936123,044800,580,721,687,703,,,T,36.53310017,
427,Hunter,town,2,Greene,979086,3603936178,193600,2116,2721,2732,3035,,,T,90.09773071,
428,Huntington,town,2,Suffolk,979087,3610337000,472600,191474,195289,203264,204127,,,T,132.77181369,
429,Hurley,town,2,Ulster,979088,3611137143,512800,6741,6564,6314,6178,,,T,35.39432088,2018/10/09 00:00:00+00
430,Huron,town,2,Wayne,979089,3611737165,542600,2025,2117,2118,1872,,,T,43.15418225,2018/09/12 00:00:00+00
431,Hyde Park,town,2,Dutchess,979090,3602737209,133200,21230,20851,21571,21021,,,T,39.77359225,2010/08/12 00:00:00+00
432,Independence,town,2,Allegany,979091,3600337297,026000,1026,1074,1167,1085,,,T,34.51618086,2019/04/26 00:00:00+00
433,Indian Lake,town,2,Hamilton,979092,3604137374,202600,1481,1471,1352,1363,,,T,265.77482196,
434,Inlet,town,2,Hamilton,979093,3604137495,202800,343,406,333,355,,,T,66.54965042,
435,Ira,town,2,Cayuga,979094,3601137660,053200,1990,2426,2206,2142,,,T,34.83323509,2018/02/23 00:00:00+00
436,Irondequoit,town,2,Monroe,979095,3605537726,263400,52377,52354,51692,51043,,,T,16.23435941,2017/07/26 00:00:00+00
437,Ischua,town,2,Cattaraugus,979096,3600937825,045000,847,895,859,736,,,T,32.83491507,
438,Islip,town,2,Suffolk,979097,3610338000,472800,299587,322612,335543,339938,,,T,159.55119581,
439,Italy,town,2,Yates,979098,3612338044,572400,1120,1087,1141,1099,,,T,40.23634358,2018/02/08 00:00:00+00
440,Ithaca,city,1,Tompkins,979099,3610938077,500700,29541,29287,30014,32108,,,1,6.06235418,2018/11/28 00:00:00+00
441,Ithaca,town,2,Tompkins,979100,3610938088,503000,17797,18198,19930,22283,,,T,30.26435732,2018/11/28 00:00:00+00
442,Jackson,town,2,Washington,979101,3611538143,534200,1581,1718,1800,1723,,,T,38.66228938,2018/09/06 00:00:00+00
443,Jamestown,city,1,Chautauqua,979102,3601338264,060800,34681,31730,31146,28712,,,1,8.94766742,
444,Jasper,town,2,Steuben,979103,3610138319,465600,1232,1270,1424,1418,,,T,52.74832268,2018/03/01 00:00:00+00
445,Java,town,2,Wyoming,979104,3612138341,563600,2197,2222,2057,1972,,,T,47.35227611,2017/10/30 00:00:00+00
446,Jay,town,2,Essex,979105,3603138396,152800,2244,2306,2506,2486,,,T,69.71940052,
447,Jefferson,town,2,Schoharie,979106,3609538440,433600,1190,1285,1410,1333,,,T,43.33401757,2017/11/27 00:00:00+00
448,Jerusalem,town,2,Yates,979107,3612338583,572600,3784,4525,4469,4405,,,T,65.42848491,
449,Jewett,town,2,Greene,979108,3603938638,193800,933,970,953,879,,,T,50.36490527,2021/08/18 00:00:00+00
450,Johnsburg,town,2,Warren,979109,3611338715,523000,2352,2450,2395,2143,,,T,208.49334652,2018/12/03 00:00:00+00
451,Johnstown,town,2,Fulton,979111,3603538792,172800,6418,7166,7098,6867,7-2015,2015/06/05 00:00:00+00,T,71.36065887,2016/01/15 00:00:00+00
452,Johnstown,city,1,Fulton,979110,3603538781,170800,9058,8511,8743,8204,,,2,4.80032548,2016/07/10 00:00:00+00
453,Junius,town,2,Seneca,979112,3609938858,452400,1354,1362,1471,1388,,,T,26.89674062,2018/11/13 00:00:00+00
454,Keene,town,2,Essex,979113,3603139067,153000,908,1063,1105,1144,,,T,156.02237109,
455,Kendall,town,2,Orleans,979114,3607339188,343000,2769,2838,2724,2617,,,T,32.9017217,2018/02/12 00:00:00+00
456,Kent,town,2,Putnam,979740,3607939331,372200,13183,14009,13507,12900,,,T,42.6609022,2010/08/12 00:00:00+00
457,Kiantone,town,2,Chautauqua,979115,3601339507,065000,1322,1385,1350,1397,,,T,18.49128253,2019/04/26 00:00:00+00
458,Kinderhook,town,2,Columbia,979116,3602139573,104400,8112,8296,8498,8330,,,T,32.53698688,2018/01/22 00:00:00+00
459,Kingsbury,town,2,Washington,979117,3611539650,534400,11851,11171,12671,12968,,,T,40.00927902,2018/09/06 00:00:00+00
460,Kingston,city,1,Ulster,979118,3611139727,510800,23095,23456,23893,24069,,,1,8.81834907,2018/10/09 00:00:00+00
461,Kingston,town,2,Ulster,979119,3611139738,513000,864,908,889,933,,,T,7.4595126,2018/10/09 00:00:00+00
462,Kirkland,town,2,Oneida,979120,3606539804,304000,10153,10138,10315,10075,,,T,33.65326692,2017/06/28 00:00:00+00
463,Kirkwood,town,2,Broome,979121,3600739837,033400,6096,5651,5857,5481,,,T,31.13159258,2019/04/26 00:00:00+00
464,Knox,town,2,Albany,979122,3600140002,013200,2661,2647,2692,2635,,,T,41.95121467,2017/11/10 00:00:00+00
465,Kortright,town,2,Delaware,979123,3602540068,124000,1410,1633,1675,1544,,,T,62.42456777,2018/10/26 00:00:00+00
466,La Grange,town,2,Dutchess,979126,3602740299,133400,13274,14928,15730,15975,,,T,40.28428342,2010/08/12 00:00:00+00
467,Lackawanna,city,1,Erie,979124,3602940189,140900,20585,19064,18141,19949,,,2,6.61047897,2017/11/20 00:00:00+00
468,LaFayette,town,2,Onondaga,979125,3606740266,313400,5105,4833,4952,4910,,,T,44.43723548,2018/03/23 00:00:00+00
469,Lake George,town,2,Warren,979127,3611340519,522200,3211,3578,3515,3502,,,T,33.35823049,2018/12/03 00:00:00+00
470,Lake Luzerne,town,2,Warren,979128,3611340662,523200,2816,3219,3347,3079,,,T,54.54164565,2018/12/03 00:00:00+00
471,Lake Pleasant,town,2,Hamilton,979129,3604140794,203000,887,876,781,897,,,T,197.69097625,
472,Lancaster,town,2,Erie,979130,3602941146,145200,32181,39019,41604,45106,,,T,37.98814569,2017/10/30 00:00:00+00
473,Lansing,town,2,Tompkins,979131,3610941234,503200,9296,10521,11033,11565,,,T,69.94910541,2018/11/28 00:00:00+00
474,Lapeer,town,2,Cortland,979132,3602341300,113200,613,686,767,795,,,T,24.98535601,2018/07/18 00:00:00+00
475,Laurens,town,2,Otsego,979133,3607741531,363400,2349,2402,2424,2311,,,T,42.40389056,2018/02/13 00:00:00+00
476,Lawrence,town,2,St Lawrence,979134,3608941564,404800,1516,1545,1826,1715,,,T,47.65439934,2018/11/14 00:00:00+00
477,Le Ray,town,2,Jefferson,979141,3604542015,224000,17973,19836,21782,25574,,,T,73.83889624,2018/11/06 00:00:00+00
478,Lebanon,town,2,Madison,979135,3605341674,253400,1265,1329,1332,1326,,,T,43.65767314,2018/03/09 00:00:00+00
479,Ledyard,town,2,Cayuga,979136,3601141740,053400,1737,1832,1886,1655,,,T,48.45200826,2018/02/23 00:00:00+00
480,Lee,town,2,Oneida,979137,3606541762,304200,7115,6875,6486,6171,,,T,45.31799691,2017/06/28 00:00:00+00
481,Leicester,town,2,Livingston,979138,3605141883,243000,2223,2287,2200,2082,,,T,34.16872745,2018/01/25 00:00:00+00
482,Lenox,town,2,Madison,979139,3605341905,253600,8621,8665,9122,8768,,,T,36.29223828,2018/03/09 00:00:00+00
483,Leon,town,2,Cattaraugus,979140,3600941982,045200,1245,1380,1365,1244,,,T,36.1330965,
484,LeRoy,town,2,Genesee,979142,3603742037,183600,8176,7790,7641,7662,,,T,42.13243026,2019/03/06 00:00:00+00
485,Lewis,town,2,Essex,979143,3603142114,153200,1057,1200,1382,1293,,,T,84.12848039,
486,Lewis,town,2,Lewis,979144,3604942125,233200,858,857,854,844,,,T,64.96800049,2018/11/08 00:00:00+00
487,Lewisboro,town,2,Westchester,979145,3611942136,553000,11313,12324,12411,12265,,,T,29.31816249,
488,Lewiston,town,2,Niagara,979146,3606342158,292400,15453,16257,16262,15944,,,T,50.47908453,2018/02/01 00:00:00+00
489,Lexington,town,2,Greene,979147,3603942202,194000,835,830,805,770,,,T,80.12417245,
490,Leyden,town,2,Lewis,979148,3604942213,233400,1796,1792,1785,1572,,,T,33.59795613,2018/11/08 00:00:00+00
491,Liberty,town,2,Sullivan,979149,3610542235,483600,9825,9632,9885,10159,,,T,80.6394237,2018/11/26 00:00:00+00
492,Lima,town,2,Livingston,979150,3605142334,243200,4187,4541,4305,4154,,,T,31.94875325,2018/01/25 00:00:00+00
493,Lincklaen,town,2,Chenango,979151,3601742411,083400,486,416,396,361,,,T,26.40319795,2018/07/18 00:00:00+00
494,Lincoln,town,2,Madison,979152,3605342422,253800,1669,1818,2012,1802,,,T,24.99992789,2018/03/09 00:00:00+00
495,Lindley,town,2,Steuben,979153,3610142576,465800,1862,1913,1967,1813,,,T,37.71826969,2019/04/26 00:00:00+00
496,Lisbon,town,2,St Lawrence,979154,3608942631,405000,3746,4047,4102,4221,,,T,113.57185833,2018/11/14 00:00:00+00
497,Lisle,town,2,Broome,979155,3600742653,033600,2486,2707,2751,2691,,,T,47.16199131,2018/07/18 00:00:00+00
498,Litchfield,town,2,Herkimer,979156,3604342664,213200,1414,1453,1513,1444,,,T,30.24009637,2017/07/24 00:00:00+00
499,Little Falls,town,2,Herkimer,979158,3604342752,213400,1635,1544,1587,1497,,,T,22.20637281,2018/05/22 00:00:00+00
500,Little Falls,city,1,Herkimer,979157,3604342741,210900,5829,5188,4946,4605,,,1,4.06230336,2018/05/22 00:00:00+00
501,Little Valley,town,2,Cattaraugus,979159,3600942840,045400,1881,1788,1740,1675,,,T,29.740591,
502,Livingston,town,2,Columbia,979160,3602142917,104600,3582,3424,3646,3628,,,T,39.39089799,2018/01/22 00:00:00+00
503,Livonia,town,2,Livingston,979161,3605142961,243400,6804,7286,7809,7497,,,T,41.08319172,2018/01/25 00:00:00+00
504,Lloyd,town,2,Ulster,979162,3611142994,513200,9231,9941,10863,11133,,,T,33.37610364,2018/10/09 00:00:00+00
505,Locke,town,2,Cayuga,979163,3601143071,053600,1917,1900,1951,1879,,,T,24.42544358,2018/02/23 00:00:00+00
506,Lockport,town,2,Niagara,979165,3606343093,292600,16596,19653,20529,20563,,,T,44.89715296,
507,Lockport,city,1,Niagara,979164,3606343082,290900,24426,22279,21165,20876,,,1,8.58473291,
508,Lodi,town,2,Seneca,979166,3609943225,452600,1429,1476,1550,1482,,,T,39.74706987,
509,Long Beach,city,1,Nassau,979167,3605943335,280900,33510,35462,33275,35029,,,1,2.6592235,
510,Long Lake,town,2,Hamilton,979168,3604143412,203200,930,852,711,791,,,T,449.59722154,
511,Lorraine,town,2,Jefferson,979169,3604543544,224200,766,930,1037,924,,,T,39.03452442,2018/11/06 00:00:00+00
512,Louisville,town,2,St Lawrence,979170,3608943588,405200,3040,3195,3145,3050,,,T,63.76234024,2018/11/14 00:00:00+00
513,Lowville,town,2,Lewis,979171,3604943731,233600,4849,4548,4982,4888,,,T,38.08831311,2018/11/08 00:00:00+00
514,Lumberland,town,2,Sullivan,979172,3610543786,483800,1425,1939,2468,2243,,,T,49.03572232,2019/04/26 00:00:00+00
515,Lyme,town,2,Jefferson,979173,3604543863,224400,1701,2015,2185,2299,,,T,100.52132595,2018/11/06 00:00:00+00
516,Lyndon,town,2,Cattaraugus,979174,3600943896,045600,503,661,707,685,,,T,33.29945872,2017/08/01 00:00:00+00
517,Lyons,town,2,Wayne,979175,3611743973,542800,6315,5831,5682,5679,,,T,37.62840745,2018/02/08 00:00:00+00
518,Lyonsdale,town,2,Lewis,979176,3604943995,233800,1281,1273,1227,1170,,,T,69.52013246,2018/11/08 00:00:00+00
519,Lysander,town,2,Onondaga,979177,3606744039,313600,16346,19285,21759,23074,,,T,64.57554548,2018/03/23 00:00:00+00
520,Macedon,town,2,Wayne,979179,3611744160,543000,7375,8688,9148,9270,,,T,38.78460797,2017/06/13 00:00:00+00
521,Machias,town,2,Cattaraugus,979180,3600944237,045800,2338,2482,2375,2310,,,T,41.14305842,
522,Macomb,town,2,St Lawrence,979181,3608944391,405400,790,846,906,912,,,T,62.88910588,2018/11/19 00:00:00+00
523,Madison,town,2,Madison,979182,3605344435,254000,2774,2801,3008,2766,,,T,41.36220437,2018/03/09 00:00:00+00
524,Madrid,town,2,St Lawrence,979183,3608944490,405600,1568,1828,1735,1744,,,T,52.31498445,2018/11/14 00:00:00+00
525,Maine,town,2,Broome,979184,3600744611,033800,5576,5459,5377,5168,,,T,45.3020344,2017/09/01 00:00:00+00
526,Malone,town,2,Franklin,979185,3603344721,164800,12982,14981,14545,12433,,,T,102.77345299,2018/07/24 00:00:00+00
527,Malta,town,2,Saratoga,979186,3609144743,414000,11709,13005,14765,17130,,,T,31.18050639,2017/11/10 00:00:00+00
528,Mamakating,town,2,Sullivan,979187,3610544809,484000,9792,11002,12085,12655,,,T,98.54777908,2020/05/15 00:00:00+00
529,Mamaroneck,town,2,Westchester,979188,3611944842,553200,27706,28967,29156,31758,,,T,24.58996951,
530,Manchester,town,2,Ontario,979189,3606944864,323600,9351,9258,9395,9404,,,T,37.83361065,2018/02/08 00:00:00+00
531,Manheim,town,2,Herkimer,979191,3604344974,213600,3527,3171,3334,3082,,,T,29.88091419,2018/05/22 00:00:00+00
532,Manlius,town,2,Onondaga,979192,3606745029,313800,30656,31872,32370,33712,,,T,49.84510707,2018/03/23 00:00:00+00
533,Mansfield,town,2,Cattaraugus,979193,3600945161,046000,724,800,808,843,,,T,39.70875541,
534,Marathon,town,2,Cortland,979194,3602345403,113400,2019,2189,1967,2038,,,T,25.16076578,2018/07/18 00:00:00+00
535,Marbletown,town,2,Ulster,979195,3611145458,513400,5285,5854,5607,5658,,,T,55.75032086,2018/10/09 00:00:00+00
536,Marcellus,town,2,Onondaga,979196,3606745491,314000,6465,6319,6210,6066,,,T,32.59232296,2018/03/23 00:00:00+00
537,Marcy,town,2,Oneida,979197,3606545535,304400,8685,9469,8982,8777,,,T,33.18135612,2017/06/28 00:00:00+00
538,Marilla,town,2,Erie,979198,3602945601,145400,5250,5709,5327,5189,,,T,27.5224579,2017/10/30 00:00:00+00
539,Marion,town,2,Wayne,979199,3611745645,543200,4901,4974,4746,4566,,,T,29.19579187,
540,Marlborough,town,2,Ulster,979200,3611145722,513600,7430,8263,8808,8712,,,T,26.53221079,2018/10/09 00:00:00+00
541,Marshall,town,2,Oneida,979201,3606545755,304600,2125,2127,2131,1966,,,T,32.83092356,2017/06/28 00:00:00+00
542,Martinsburg,town,2,Lewis,979202,3604945854,234000,1358,1249,1433,1316,,,T,75.77106226,2018/11/08 00:00:00+00
543,Maryland,town,2,Otsego,979203,3607745920,363600,1716,1920,1897,1760,,,T,52.34638904,2018/02/13 00:00:00+00
544,Masonville,town,2,Delaware,979204,3602545964,124200,1352,1405,1320,1239,,,T,54.147734,2018/10/26 00:00:00+00
545,Massena,town,2,St Lawrence,979205,3608946030,405800,13826,13121,12883,12433,,,T,56.19697398,2018/11/14 00:00:00+00
546,Mayfield,town,2,Fulton,979206,3603546217,173000,5738,6432,6495,6146,,,T,64.60966463,
547,McDonough,town,2,Chenango,979178,3601744127,083600,809,870,886,797,,,T,39.6054916,
548,Mechanicville,city,1,Saratoga,979207,3609146360,411000,5249,5019,5196,5163,,,1,0.96069848,
549,Mendon,town,2,Monroe,979208,3605546558,263600,6845,8370,9152,9095,,,T,40.0627565,2017/06/13 00:00:00+00
