Fiscal Year Ending,Roll Year,SWIS,Municipality,Village,County,School Code,School Name,County Tax Levy,County Tax Rate Outside Village (per $1000 value),Municipality Tax Levy,Municipal Tax Rate Outside Village (per $1000 value),School District Tax Levy,School District Tax Rate (per $1000 value),Village Tax Rate (per $1000 value),MUNI_TYPE,Town,FIPS_CODE,State FIPS,County FIPS,Subdiv FIPS,Place FIPS,POP1990,POP2000,POP2010,POP2020,CALC_SQ_MI
2022,2021,262000,Brighton,,Monroe,265001,Rush-Henrietta,"26,037,040",8.8,"20,074,421",6.27,"8,283,450",18.95,,town,,3605508246,36,055,08246,,34455.0,35588.0,36609.0,37137,15.6059983
2022,2021,262000,Brighton,,Monroe,265601,Wheatland-Chili,"26,037,040",8.8,"20,074,421",6.27,"349,832",20.02,,town,,3605508246,36,055,08246,,34455.0,35588.0,36609.0,37137,15.6059983
2022,2021,262200,Chili,,Monroe,242201,Caledonia-Mumford,"18,429,496",8.8,"10,295,820",4.77,"414,929",16.75,,town,,3605515462,36,055,15462,,25178.0,27638.0,28625.0,29123,39.85290485
2022,2021,262200,Chili,,Monroe,262601,Gates-Chili,"18,429,496",8.8,"10,295,820",4.77,"19,221,010",24.05,,town,,3605515462,36,055,15462,,25178.0,27638.0,28625.0,29123,39.85290485
2022,2021,262200,Chili,,Monroe,264801,Churchville-Chili,"18,429,496",8.8,"10,295,820",4.77,"22,954,380",20.19,,town,,3605515462,36,055,15462,,25178.0,27638.0,28625.0,29123,39.85290485
2022,2021,262200,Chili,,Monroe,265601,Wheatland-Chili,"18,429,496",8.8,"10,295,820",4.77,"4,700,932",20.02,,town,,3605515462,36,055,15462,,25178.0,27638.0,28625.0,29123,39.85290485
2022,2021,262400,Clarkson,,Monroe,264001,Hilton,"3,543,475",8.8,"1,487,015",3.38,"1,150,272",21.74,,town,,3605515957,36,055,15957,,4517.0,6072.0,6736.0,6904,33.16752016
2022,2021,262400,Clarkson,,Monroe,265201,Brockport,"3,543,475",8.8,"1,487,015",3.38,"8,861,518",22.59,,town,,3605515957,36,055,15957,,4517.0,6072.0,6736.0,6904,33.16752016
2022,2021,262400,Clarkson,,Monroe,343007,Kendall,"3,543,475",8.8,"1,487,015",3.38,"26,253",13.76,,town,,3605515957,36,055,15957,,4517.0,6072.0,6736.0,6904,33.16752016
2022,2021,262400,Clarkson,,Monroe,343204,Holley,"3,543,475",8.8,"1,487,015",3.38,"63,611",20.30,,town,,3605515957,36,055,15957,,4517.0,6072.0,6736.0,6904,33.16752016
2022,2021,262600,Gates,,Monroe,262601,Gates-Chili,"16,743,948",8.8,"12,784,032",6.64,"37,737,880",24.05,,town,,3605528442,36,055,28442,,28583.0,29275.0,28400.0,29167,15.3289647
2022,2021,262600,Gates,,Monroe,263801,Spencerport,"16,743,948",8.8,"12,784,032",6.64,"8,583,498",22.69,,town,,3605528442,36,055,28442,,28583.0,29275.0,28400.0,29167,15.3289647
2022,2021,262800,Greece,,Monroe,262801,Greece,"46,552,381",8.8,"39,824,659",7.02,"117,363,879",24.50,,town,,3605530290,36,055,30290,,90106.0,94141.0,96095.0,96926,49.59601286
2022,2021,262800,Greece,,Monroe,263801,Spencerport,"46,552,381",8.8,"39,824,659",7.02,"5,312,756",22.70,,town,,3605530290,36,055,30290,,90106.0,94141.0,96095.0,96926,49.59601286
2022,2021,262800,Greece,,Monroe,264001,Hilton,"46,552,381",8.8,"39,824,659",7.02,"18,010,378",21.74,,town,,3605530290,36,055,30290,,90106.0,94141.0,96095.0,96926,49.59601286
2022,2021,263000,Hamlin,,Monroe,264001,Hilton,"3,995,521",8.8,"1,969,999",3.96,"4,108,748",21.74,,town,,3605531797,36,055,31797,,9203.0,9355.0,9045.0,8725,43.3890275
2022,2021,263000,Hamlin,,Monroe,265201,Brockport,"3,995,521",8.8,"1,969,999",3.96,"5,693,478",22.62,,town,,3605531797,36,055,31797,,9203.0,9355.0,9045.0,8725,43.3890275
2022,2021,263000,Hamlin,,Monroe,343007,Kendall,"3,995,521",8.8,"1,969,999",3.96,"952,652",13.76,,town,,3605531797,36,055,31797,,9203.0,9355.0,9045.0,8725,43.3890275
2022,2021,263200,Henrietta,,Monroe,263601,Honeoye Falls-Lima,"30,006,117",8.8,"6,505,748",1.79,"37,654",22.88,,town,,3605534099,36,055,34099,,36376.0,39028.0,42581.0,47096,35.51602867
2022,2021,263200,Henrietta,,Monroe,265001,Rush-Henrietta,"30,006,117",8.8,"6,505,748",1.79,"69,756,470",18.95,,town,,3605534099,36,055,34099,,36376.0,39028.0,42581.0,47096,35.51602867
2022,2021,263400,Irondequoit,,Monroe,263401,East Irondequoit,"26,203,966",8.8,"23,135,196",7.2,"44,685,589",26.87,,town,,3605537726,36,055,37726,,52377.0,52354.0,51692.0,51043,16.23435941
2022,2021,263400,Irondequoit,,Monroe,263403,West Irondequoit,"26,203,966",8.8,"23,135,196",7.2,"41,273,363",24.97,,town,,3605537726,36,055,37726,,52377.0,52354.0,51692.0,51043,16.23435941
2022,2021,263600,Mendon,,Monroe,263601,Honeoye Falls-Lima,"8,543,394",8.8,"2,327,435",2.3,"21,948,477",22.88,,town,,3605546558,36,055,46558,,6845.0,8370.0,9152.0,9095,40.0627565
2022,2021,263600,Mendon,,Monroe,264601,Pittsford,"8,543,394",8.8,"2,327,435",2.3,"1,652,987",24.76,,town,,3605546558,36,055,46558,,6845.0,8370.0,9152.0,9095,40.0627565
2022,2021,263800,Ogden,,Monroe,263801,Spencerport,"11,705,812",8.8,"8,129,078",5.82,"21,898,073",22.65,,town,,3605554474,36,055,54474,,16912.0,18492.0,19856.0,20270,36.74877253
2022,2021,263800,Ogden,,Monroe,264801,Churchville-Chili,"11,705,812",8.8,"8,129,078",5.82,"8,053,147",20.19,,town,,3605554474,36,055,54474,,16912.0,18492.0,19856.0,20270,36.74877253
2022,2021,263800,Ogden,,Monroe,265201,Brockport,"11,705,812",8.8,"8,129,078",5.82,"1,395,225",22.57,,town,,3605554474,36,055,54474,,16912.0,18492.0,19856.0,20270,36.74877253
2022,2021,264000,Parma,,Monroe,263801,Spencerport,"9,140,490",8.8,"2,876,139",2.7,"4,386,744",22.70,,town,,3605556561,36,055,56561,,13873.0,14822.0,15633.0,16217,42.13921933
2022,2021,264000,Parma,,Monroe,264001,Hilton,"9,140,490",8.8,"2,876,139",2.7,"18,398,204",21.74,,town,,3605556561,36,055,56561,,13873.0,14822.0,15633.0,16217,42.13921933
2022,2021,264000,Parma,,Monroe,265201,Brockport,"9,140,490",8.8,"2,876,139",2.7,"1,228,247",22.63,,town,,3605556561,36,055,56561,,13873.0,14822.0,15633.0,16217,42.13921933
2022,2021,264200,Penfield,,Monroe,264201,Penfield,"31,418,785",8.8,"11,847,551",3.07,"53,050,619",23.04,,town,,3605557144,36,055,57144,,30219.0,34645.0,36242.0,39438,37.96011084
2022,2021,264200,Penfield,,Monroe,264601,Pittsford,"31,418,785",8.8,"11,847,551",3.07,"495,513",24.76,,town,,3605557144,36,055,57144,,30219.0,34645.0,36242.0,39438,37.96011084
2022,2021,264200,Penfield,,Monroe,265401,Webster,"31,418,785",8.8,"11,847,551",3.07,"30,623,520",19.29,,town,,3605557144,36,055,57144,,30219.0,34645.0,36242.0,39438,37.96011084
2022,2021,264200,Penfield,,Monroe,543401,Wayne,"31,418,785",8.8,"11,847,551",3.07,"82,414",16.92,,town,,3605557144,36,055,57144,,30219.0,34645.0,36242.0,39438,37.96011084
2022,2021,264400,Perinton,,Monroe,264201,Penfield,"38,123,614",8.8,"14,542,025",3.16,"2,085,765",23.03,,town,,3605557221,36,055,57221,,43015.0,46090.0,46462.0,47479,34.53492716
2022,2021,264400,Perinton,,Monroe,264401,Fairport,"38,123,614",8.8,"14,542,025",3.16,"81,072,526",21.66,,town,,3605557221,36,055,57221,,43015.0,46090.0,46462.0,47479,34.53492716
2022,2021,264400,Perinton,,Monroe,264413,East Rochester,"38,123,614",8.8,"14,542,025",3.16,"1,265,349",26.18,,town,,3605557221,36,055,57221,,43015.0,46090.0,46462.0,47479,34.53492716
2022,2021,264400,Perinton,,Monroe,264601,Pittsford,"38,123,614",8.8,"14,542,025",3.16,"16,571,560",24.75,,town,,3605557221,36,055,57221,,43015.0,46090.0,46462.0,47479,34.53492716
2022,2021,264400,Perinton,,Monroe,324801,Victor,"38,123,614",8.8,"14,542,025",3.16,"2,066,957",16.37,,town,,3605557221,36,055,57221,,43015.0,46090.0,46462.0,47479,34.53492716
2022,2021,264600,Pittsford,,Monroe,262001,Brighton,"29,150,838",8.8,"12,222,337",3.39,"879,200",26.46,,town,,3605558365,36,055,58365,,24497.0,27219.0,29405.0,30617,23.40220996
2022,2021,264600,Pittsford,,Monroe,264201,Penfield,"29,150,838",8.8,"12,222,337",3.39,"60,641",23.04,,town,,3605558365,36,055,58365,,24497.0,27219.0,29405.0,30617,23.40220996
2022,2021,264600,Pittsford,,Monroe,264413,East Rochester,"29,150,838",8.8,"12,222,337",3.39,"4,843,029",26.18,,town,,3605558365,36,055,58365,,24497.0,27219.0,29405.0,30617,23.40220996
2022,2021,264600,Pittsford,,Monroe,264601,Pittsford,"29,150,838",8.8,"12,222,337",3.39,"84,515,306",24.76,,town,,3605558365,36,055,58365,,24497.0,27219.0,29405.0,30617,23.40220996
2022,2021,264600,Pittsford,,Monroe,265001,Rush-Henrietta,"29,150,838",8.8,"12,222,337",3.39,"46,125",18.95,,town,,3605558365,36,055,58365,,24497.0,27219.0,29405.0,30617,23.40220996
2022,2021,264800,Riga,,Monroe,183001,Byron-Bergen,"3,684,059",8.8,"653,387",1.54,"598,889",20.75,,town,,3605561808,36,055,61808,,5114.0,5437.0,5590.0,5586,35.34203852
2022,2021,264800,Riga,,Monroe,242201,Caledonia-Mumford,"3,684,059",8.8,"653,387",1.54,"186,613",16.75,,town,,3605561808,36,055,61808,,5114.0,5437.0,5590.0,5586,35.34203852
2022,2021,264800,Riga,,Monroe,264801,Churchville-Chili,"3,684,059",8.8,"653,387",1.54,"7,917,176",20.19,,town,,3605561808,36,055,61808,,5114.0,5437.0,5590.0,5586,35.34203852
2022,2021,265000,Rush,,Monroe,242001,Avon,"3,103,113",8.8,"1,226,589",3.19,"378,028",19.55,,town,,3605564144,36,055,64144,,3217.0,3603.0,3478.0,3490,30.69607758
2022,2021,265000,Rush,,Monroe,263601,Honeoye Falls-Lima,"3,103,113",8.8,"1,226,589",3.19,"735,373",22.88,,town,,3605564144,36,055,64144,,3217.0,3603.0,3478.0,3490,30.69607758
2022,2021,265000,Rush,,Monroe,265001,Rush-Henrietta,"3,103,113",8.8,"1,226,589",3.19,"6,489,006",18.95,,town,,3605564144,36,055,64144,,3217.0,3603.0,3478.0,3490,30.69607758
2022,2021,265200,Sweden,,Monroe,183001,Byron-Bergen,"6,436,225",8.8,"2,789,232",3.82,"1,070",20.75,,town,,3605572455,36,055,72455,,14181.0,13716.0,14175.0,13244,33.9205935
2022,2021,265200,Sweden,,Monroe,264801,Churchville-Chili,"6,436,225",8.8,"2,789,232",3.82,"24,520",20.19,,town,,3605572455,36,055,72455,,14181.0,13716.0,14175.0,13244,33.9205935
2022,2021,265200,Sweden,,Monroe,265201,Brockport,"6,436,225",8.8,"2,789,232",3.82,"16,690,559",22.63,,town,,3605572455,36,055,72455,,14181.0,13716.0,14175.0,13244,33.9205935
2022,2021,265400,Webster,,Monroe,265401,Webster,"34,924,060",8.8,"20,214,608",4.74,"83,493,823",19.29,,town,,3605578971,36,055,78971,,31639.0,37926.0,42641.0,45327,34.60765514
2022,2021,265400,Webster,,Monroe,543401,Wayne,"34,924,060",8.8,"20,214,608",4.74,"97,412",16.92,,town,,3605578971,36,055,78971,,31639.0,37926.0,42641.0,45327,34.60765514
2022,2021,265600,Wheatland,,Monroe,242201,Caledonia-Mumford,"2,893,160",8.8,"1,979,609",6.09,"1,630,566",16.75,,town,,3605581402,36,055,81402,,5093.0,5149.0,4775.0,4897,30.73351198
2022,2021,265600,Wheatland,,Monroe,265601,Wheatland-Chili,"2,893,160",8.8,"1,979,609",6.09,"4,676,516",20.02,,town,,3605581402,36,055,81402,,5093.0,5149.0,4775.0,4897,30.73351198
2022,2021,265800,East Rochester,,Monroe,264413,East Rochester,"3,275,710",8.8,0,0.0,"8,819,034",26.18,,town,,3605522870,36,055,22870,,6932.0,6650.0,6587.0,6334,1.31137634
2022,2021,270100,Amsterdam,,Montgomery,270100,Amsterdam,"6,563,392",11.75,"6,191,309",11.14,"9,513,027",17.01,,city,,3605702066,36,057,02066,,20714.0,18355.0,18620.0,18219,6.22846777
2022,2021,272000,Amsterdam,,Montgomery,172201,Broadalbin-Perth,"5,454,340",11.75,"961,074",2.07,"534,048",15.98,,town,,3605702077,36,057,02077,,5962.0,5820.0,5566.0,5557,30.32431459
2022,2021,272000,Amsterdam,,Montgomery,272801,Fonda-Fultonville,"5,454,340",11.75,"961,074",2.07,"251,616",16.10,,town,,3605702077,36,057,02077,,5962.0,5820.0,5566.0,5557,30.32431459
2022,2021,272000,Amsterdam,,Montgomery,413201,Galway,"5,454,340",11.75,"961,074",2.07,"12,829",14.23,,town,,3605702077,36,057,02077,,5962.0,5820.0,5566.0,5557,30.32431459
2022,2021,272000,Amsterdam,,Montgomery,422202,Scotia-Glenville,"5,454,340",11.75,"961,074",2.07,"21,150",18.93,,town,,3605702077,36,057,02077,,5962.0,5820.0,5566.0,5557,30.32431459
2022,2021,272200,Canajoharie,,Montgomery,272201,Canajoharie,"2,300,331",11.75,"514,218",2.61,"3,667,440",19.82,,town,,3605712122,36,057,12122,,3909.0,3797.0,3730.0,3660,43.01470914
2022,2021,272200,Canajoharie,,Montgomery,273001,Fort Plain,"2,300,331",11.75,"514,218",2.61,"51,673",19.77,,town,,3605712122,36,057,12122,,3909.0,3797.0,3730.0,3660,43.01470914
2022,2021,272200,Canajoharie,,Montgomery,362401,Cherry Valley-Springfield,"2,300,331",11.75,"514,218",2.61,"102,234",11.81,,town,,3605712122,36,057,12122,,3909.0,3797.0,3730.0,3660,43.01470914
2022,2021,272200,Canajoharie,,Montgomery,434601,Sharon Springs,"2,300,331",11.75,"514,218",2.61,"8,410",16.14,,town,,3605712122,36,057,12122,,3909.0,3797.0,3730.0,3660,43.01470914
2022,2021,272400,Charleston,,Montgomery,272201,Canajoharie,"1,148,900",11.75,"556,922",5.25,"55,243",19.82,,town,,3605713816,36,057,13816,,1107.0,1292.0,1373.0,1355,42.55924117
2022,2021,272400,Charleston,,Montgomery,272801,Fonda-Fultonville,"1,148,900",11.75,"556,922",5.25,"1,375,764",16.10,,town,,3605713816,36,057,13816,,1107.0,1292.0,1373.0,1355,42.55924117
2022,2021,272400,Charleston,,Montgomery,422001,Duanesburg,"1,148,900",11.75,"556,922",5.25,"181,741",18.03,,town,,3605713816,36,057,13816,,1107.0,1292.0,1373.0,1355,42.55924117
2022,2021,272400,Charleston,,Montgomery,434201,Schoharie,"1,148,900",11.75,"556,922",5.25,"155,285",19.50,,town,,3605713816,36,057,13816,,1107.0,1292.0,1373.0,1355,42.55924117
2022,2021,272600,Florida,,Montgomery,272801,Fonda-Fultonville,"3,610,478",11.75,"199,798",0.65,"579,895",16.10,,town,,3605726308,36,057,26308,,2637.0,2731.0,2696.0,2667,51.50800404
2022,2021,272600,Florida,,Montgomery,422001,Duanesburg,"3,610,478",11.75,"199,798",0.65,"33,852",18.03,,town,,3605726308,36,057,26308,,2637.0,2731.0,2696.0,2667,51.50800404
2022,2021,272600,Florida,,Montgomery,422801,Schalmont,"3,610,478",11.75,"199,798",0.65,"274,654",21.61,,town,,3605726308,36,057,26308,,2637.0,2731.0,2696.0,2667,51.50800404
2022,2021,272800,Glen,,Montgomery,272801,Fonda-Fultonville,"2,001,097",11.75,"400,001",2.34,"2,746,452",16.10,,town,,3605729047,36,057,29047,,1950.0,2222.0,2507.0,2536,39.49786557
2022,2021,273000,Minden,,Montgomery,215001,Van Hornesville-Owen D. Young,"2,715,134",11.75,"869,713",3.79,"24,859",16.02,,town,,3605747614,36,057,47614,,4474.0,4202.0,4297.0,4166,51.37424676
2022,2021,273000,Minden,,Montgomery,272201,Canajoharie,"2,715,134",11.75,"869,713",3.79,"25,200",19.82,,town,,3605747614,36,057,47614,,4474.0,4202.0,4297.0,4166,51.37424676
2022,2021,273000,Minden,,Montgomery,273001,Fort Plain,"2,715,134",11.75,"869,713",3.79,"3,924,791",19.77,,town,,3605747614,36,057,47614,,4474.0,4202.0,4297.0,4166,51.37424676
2022,2021,273000,Minden,,Montgomery,273803,Oppenheim-Ephratah-St.Johnsvil,"2,715,134",11.75,"869,713",3.79,"135,767",14.78,,town,,3605747614,36,057,47614,,4474.0,4202.0,4297.0,4166,51.37424676
2022,2021,273000,Minden,,Montgomery,362401,Cherry Valley-Springfield,"2,715,134",11.75,"869,713",3.79,"249,334",11.81,,town,,3605747614,36,057,47614,,4474.0,4202.0,4297.0,4166,51.37424676
2022,2021,273200,Mohawk,,Montgomery,272201,Canajoharie,"2,749,764",11.75,"250,201",1.07,"31,996",19.82,,town,,3605747834,36,057,47834,,3976.0,3902.0,3844.0,3572,35.39233637
2022,2021,273200,Mohawk,,Montgomery,272801,Fonda-Fultonville,"2,749,764",11.75,"250,201",1.07,"3,758,426",16.10,,town,,3605747834,36,057,47834,,3976.0,3902.0,3844.0,3572,35.39233637
2022,2021,273400,Palatine,,Montgomery,170800,Johnstown,"2,122,490",11.75,"620,026",3.46,"22,155",16.44,,town,,3605756099,36,057,56099,,2787.0,3070.0,3240.0,3189,41.75472732
2022,2021,273400,Palatine,,Montgomery,272201,Canajoharie,"2,122,490",11.75,"620,026",3.46,"1,831,283",19.82,,town,,3605756099,36,057,56099,,2787.0,3070.0,3240.0,3189,41.75472732
2022,2021,273400,Palatine,,Montgomery,272801,Fonda-Fultonville,"2,122,490",11.75,"620,026",3.46,"15,255",16.10,,town,,3605756099,36,057,56099,,2787.0,3070.0,3240.0,3189,41.75472732
2022,2021,273400,Palatine,,Montgomery,273001,Fort Plain,"2,122,490",11.75,"620,026",3.46,"1,559,231",19.77,,town,,3605756099,36,057,56099,,2787.0,3070.0,3240.0,3189,41.75472732
2022,2021,273400,Palatine,,Montgomery,273803,Oppenheim-Ephratah-St.Johnsvil,"2,122,490",11.75,"620,026",3.46,"100,624",14.78,,town,,3605756099,36,057,56099,,2787.0,3070.0,3240.0,3189,41.75472732
2022,2021,273600,Root,,Montgomery,272201,Canajoharie,"1,407,063",11.75,"405,838",3.33,"1,912,438",19.82,,town,,3605763561,36,057,63561,,1692.0,1752.0,1715.0,2013,50.90110533
2022,2021,273600,Root,,Montgomery,272801,Fonda-Fultonville,"1,407,063",11.75,"405,838",3.33,"350,505",16.10,,town,,3605763561,36,057,63561,,1692.0,1752.0,1715.0,2013,50.90110533
2022,2021,273600,Root,,Montgomery,432602,Cobleskill-Richmondville,"1,407,063",11.75,"405,838",3.33,"2,579",18.86,,town,,3605763561,36,057,63561,,1692.0,1752.0,1715.0,2013,50.90110533
2022,2021,273600,Root,,Montgomery,434601,Sharon Springs,"1,407,063",11.75,"405,838",3.33,"60,191",16.14,,town,,3605763561,36,057,63561,,1692.0,1752.0,1715.0,2013,50.90110533
2022,2021,273800,St Johnsville,,Montgomery,273803,Oppenheim-Ephratah-St.Johnsvil,"1,159,468",11.75,"279,377",2.81,"1,488,868",14.78,,town,,3605764650,36,057,64650,,2773.0,2565.0,2631.0,2598,17.43544248
2022,2021,280900,Long Beach,,Nassau,281000,Long Beach,"11,678,097",4.66,"49,824,559",7.64,"82,649,124",16.04,,city,,3605943335,36,059,43335,,33510.0,35462.0,33275.0,35029,2.6592235
2022,2021,282000,Hempstead,,Nassau,281000,Long Beach,"496,279,343",4.66,"250,949,964",2.4,"23,231,181",23.85,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282001,Hempstead,"496,279,343",4.66,"250,949,964",2.4,"75,934,370",16.78,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282002,Uniondale,"496,279,343",4.66,"250,949,964",2.4,"125,852,550",10.91,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282003,East Meadow,"496,279,343",4.66,"250,949,964",2.4,"145,246,146",27.72,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282004,North Bellmore,"496,279,343",4.66,"250,949,964",2.4,"78,594,165",32.70,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282005,Levittown,"496,279,343",4.66,"250,949,964",2.4,"149,140,845",40.37,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282006,Seaford,"496,279,343",4.66,"250,949,964",2.4,"55,871,869",30.29,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282007,Bellmore,"496,279,343",4.66,"250,949,964",2.4,"54,824,495",30.34,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282008,Roosevelt,"496,279,343",4.66,"250,949,964",2.4,"23,448,003",21.92,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282009,Freeport,"496,279,343",4.66,"250,949,964",2.4,"89,266,668",15.19,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282010,Baldwin,"496,279,343",4.66,"250,949,964",2.4,"99,994,495",31.78,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282011,Oceanside,"496,279,343",4.66,"250,949,964",2.4,"132,739,384",19.80,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282012,Malverne,"496,279,343",4.66,"250,949,964",2.4,"45,922,615",27.40,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282013,Valley Stream 13,"496,279,343",4.66,"250,949,964",2.4,"72,146,161",29.23,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282014,Hewlett-Woodmere,"496,279,343",4.66,"250,949,964",2.4,"108,031,945",32.17,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282015,Lawrence,"496,279,343",4.66,"250,949,964",2.4,"85,954,300",10.67,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282016,Elmont,"496,279,343",4.66,"250,949,964",2.4,"109,708,439",23.41,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282017,Franklin Square,"496,279,343",4.66,"250,949,964",2.4,"59,809,301",22.38,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282018,Garden City,"496,279,343",4.66,"250,949,964",2.4,"105,425,384",15.78,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282019,East Rockaway,"496,279,343",4.66,"250,949,964",2.4,"31,870,299",25.62,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282020,Lynbrook,"496,279,343",4.66,"250,949,964",2.4,"71,922,469",24.04,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282021,Rockville Centre,"496,279,343",4.66,"250,949,964",2.4,"99,750,000",25.19,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282022,Floral Park-Bellerose,"496,279,343",4.66,"250,949,964",2.4,"47,388,125",20.94,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282023,Wantagh,"496,279,343",4.66,"250,949,964",2.4,"62,323,380",28.78,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282024,Valley Stream 24,"496,279,343",4.66,"250,949,964",2.4,"46,919,747",26.02,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282025,Merrick,"496,279,343",4.66,"250,949,964",2.4,"82,379,748",32.51,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282026,Island Trees,"496,279,343",4.66,"250,949,964",2.4,"46,623,124",26.98,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282027,West Hempstead,"496,279,343",4.66,"250,949,964",2.4,"47,807,538",24.33,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282029,North Merrick,"496,279,343",4.66,"250,949,964",2.4,"43,197,710",35.95,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282030,Valley Stream 30,"496,279,343",4.66,"250,949,964",2.4,"51,677,486",24.81,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282031,Island Park,"496,279,343",4.66,"250,949,964",2.4,"33,344,198",12.05,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282201,Westbury,"496,279,343",4.66,"250,949,964",2.4,"2,164,304",9.27,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282000,Hempstead,,Nassau,282205,New Hyde Park-Garden City,"496,279,343",4.66,"250,949,964",2.4,"7,448,420",16.46,,town,,3605934000,36,059,34000,,725639.0,755924.0,759757.0,793409,194.41702874
2022,2021,282200,North Hempstead,,Nassau,282022,Floral Park-Bellerose,"232,586,829",4.66,"80,375,582",1.43,"8,690,127",19.69,,town,,3605953000,36,059,53000,,211393.0,222611.0,226322.0,237639,72.17438552
2022,2021,282200,North Hempstead,,Nassau,282201,Westbury,"232,586,829",4.66,"80,375,582",1.43,"80,053,938",21.82,,town,,3605953000,36,059,53000,,211393.0,222611.0,226322.0,237639,72.17438552
2022,2021,282200,North Hempstead,,Nassau,282202,East Williston,"232,586,829",4.66,"80,375,582",1.43,"57,675,362",28.12,,town,,3605953000,36,059,53000,,211393.0,222611.0,226322.0,237639,72.17438552
2022,2021,282200,North Hempstead,,Nassau,282203,Roslyn,"232,586,829",4.66,"80,375,582",1.43,"98,130,926",19.18,,town,,3605953000,36,059,53000,,211393.0,222611.0,226322.0,237639,72.17438552
2022,2021,282200,North Hempstead,,Nassau,282204,Port Washington,"232,586,829",4.66,"80,375,582",1.43,"146,775,940",20.16,,town,,3605953000,36,059,53000,,211393.0,222611.0,226322.0,237639,72.17438552
2022,2021,282200,North Hempstead,,Nassau,282205,New Hyde Park-Garden City,"232,586,829",4.66,"80,375,582",1.43,"65,536,906",20.19,,town,,3605953000,36,059,53000,,211393.0,222611.0,226322.0,237639,72.17438552
